symbol,name,check,detail
PRAVEG,Praveg Limited,partial_pull_suspected,"total_debt is populated but market_cap is missing. Caveat, checked directly against this dataset rather than assumed: market_cap (95.9% populated) is actually *not* more reliably available than total_debt (97.4%) overall, and the reverse gap (market_cap present, total_debt missing) happens for 48 other companies -- so this is weaker evidence of a partial pull than it might look at first glance. Flagged as requested, but treat as a lower-confidence signal than the other checks in this report."
PREMCO,Premco Global Limited,partial_pull_suspected,"total_debt is populated but market_cap is missing. Caveat, checked directly against this dataset rather than assumed: market_cap (95.9% populated) is actually *not* more reliably available than total_debt (97.4%) overall, and the reverse gap (market_cap present, total_debt missing) happens for 48 other companies -- so this is weaker evidence of a partial pull than it might look at first glance. Flagged as requested, but treat as a lower-confidence signal than the other checks in this report."
QUINT,Quint Digital Limited,partial_pull_suspected,"total_debt is populated but market_cap is missing. Caveat, checked directly against this dataset rather than assumed: market_cap (95.9% populated) is actually *not* more reliably available than total_debt (97.4%) overall, and the reverse gap (market_cap present, total_debt missing) happens for 48 other companies -- so this is weaker evidence of a partial pull than it might look at first glance. Flagged as requested, but treat as a lower-confidence signal than the other checks in this report."
RRIL,RRIL Limited,partial_pull_suspected,"total_debt is populated but market_cap is missing. Caveat, checked directly against this dataset rather than assumed: market_cap (95.9% populated) is actually *not* more reliably available than total_debt (97.4%) overall, and the reverse gap (market_cap present, total_debt missing) happens for 48 other companies -- so this is weaker evidence of a partial pull than it might look at first glance. Flagged as requested, but treat as a lower-confidence signal than the other checks in this report."
RSDFIN,RSD Finance Limited,partial_pull_suspected,"total_debt is populated but market_cap is missing. Caveat, checked directly against this dataset rather than assumed: market_cap (95.9% populated) is actually *not* more reliably available than total_debt (97.4%) overall, and the reverse gap (market_cap present, total_debt missing) happens for 48 other companies -- so this is weaker evidence of a partial pull than it might look at first glance. Flagged as requested, but treat as a lower-confidence signal than the other checks in this report."
RTNINDIA,RattanIndia Enterprises Limited,margin_mismatch,"stored ebitda_margin_pct=0.00% but ebitda/revenue recomputes to -2,594.84% (ebitda=-15,076,000, revenue=581,000, diff=2,594.84 points > tolerance 5)"
RTNINDIA,RattanIndia Enterprises Limited,zero_margin_nonzero_ebitda,"ebitda_margin_pct=0.0000% (~0) but ebitda=-15,076,000 is materially non-zero -- mathematically impossible for any finite revenue (revenue=581,000)"
SAPPL,Shree Ajit Pulp and Paper Limited,partial_pull_suspected,"total_debt is populated but market_cap is missing. Caveat, checked directly against this dataset rather than assumed: market_cap (95.9% populated) is actually *not* more reliably available than total_debt (97.4%) overall, and the reverse gap (market_cap present, total_debt missing) happens for 48 other companies -- so this is weaker evidence of a partial pull than it might look at first glance. Flagged as requested, but treat as a lower-confidence signal than the other checks in this report."
SCANSTL,Scan Steels Limited,partial_pull_suspected,"total_debt is populated but market_cap is missing. Caveat, checked directly against this dataset rather than assumed: market_cap (95.9% populated) is actually *not* more reliably available than total_debt (97.4%) overall, and the reverse gap (market_cap present, total_debt missing) happens for 48 other companies -- so this is weaker evidence of a partial pull than it might look at first glance. Flagged as requested, but treat as a lower-confidence signal than the other checks in this report."
SEIL,Shanti Educational Initiatives Limited,partial_pull_suspected,"total_debt is populated but market_cap is missing. Caveat, checked directly against this dataset rather than assumed: market_cap (95.9% populated) is actually *not* more reliably available than total_debt (97.4%) overall, and the reverse gap (market_cap present, total_debt missing) happens for 48 other companies -- so this is weaker evidence of a partial pull than it might look at first glance. Flagged as requested, but treat as a lower-confidence signal than the other checks in this report."
SHBAJRG,Shri Bajrang Alliance Limited,partial_pull_suspected,"total_debt is populated but market_cap is missing. Caveat, checked directly against this dataset rather than assumed: market_cap (95.9% populated) is actually *not* more reliably available than total_debt (97.4%) overall, and the reverse gap (market_cap present, total_debt missing) happens for 48 other companies -- so this is weaker evidence of a partial pull than it might look at first glance. Flagged as requested, but treat as a lower-confidence signal than the other checks in this report."
SHINDL,Sharat Industries Limited,partial_pull_suspected,"total_debt is populated but market_cap is missing. Caveat, checked directly against this dataset rather than assumed: market_cap (95.9% populated) is actually *not* more reliably available than total_debt (97.4%) overall, and the reverse gap (market_cap present, total_debt missing) happens for 48 other companies -- so this is weaker evidence of a partial pull than it might look at first glance. Flagged as requested, but treat as a lower-confidence signal than the other checks in this report."
SIKA,Sika Interplant Systems Limited,partial_pull_suspected,"total_debt is populated but market_cap is missing. Caveat, checked directly against this dataset rather than assumed: market_cap (95.9% populated) is actually *not* more reliably available than total_debt (97.4%) overall, and the reverse gap (market_cap present, total_debt missing) happens for 48 other companies -- so this is weaker evidence of a partial pull than it might look at first glance. Flagged as requested, but treat as a lower-confidence signal than the other checks in this report."
SINGERIND,Singer India Limited,partial_pull_suspected,"total_debt is populated but market_cap is missing. Caveat, checked directly against this dataset rather than assumed: market_cap (95.9% populated) is actually *not* more reliably available than total_debt (97.4%) overall, and the reverse gap (market_cap present, total_debt missing) happens for 48 other companies -- so this is weaker evidence of a partial pull than it might look at first glance. Flagged as requested, but treat as a lower-confidence signal than the other checks in this report."
SONAL,Sonal Mercantile Limited,partial_pull_suspected,"total_debt is populated but market_cap is missing. Caveat, checked directly against this dataset rather than assumed: market_cap (95.9% populated) is actually *not* more reliably available than total_debt (97.4%) overall, and the reverse gap (market_cap present, total_debt missing) happens for 48 other companies -- so this is weaker evidence of a partial pull than it might look at first glance. Flagged as requested, but treat as a lower-confidence signal than the other checks in this report."
SURYALA,Suryalata Spinning Mills Limited,partial_pull_suspected,"total_debt is populated but market_cap is missing. Caveat, checked directly against this dataset rather than assumed: market_cap (95.9% populated) is actually *not* more reliably available than total_debt (97.4%) overall, and the reverse gap (market_cap present, total_debt missing) happens for 48 other companies -- so this is weaker evidence of a partial pull than it might look at first glance. Flagged as requested, but treat as a lower-confidence signal than the other checks in this report."
SUVEN,Suven Life Sciences Limited,margin_mismatch,"stored ebitda_margin_pct=0.00% but ebitda/revenue recomputes to -3,998.80% (ebitda=-2,845,029,120, revenue=71,147,000, diff=3,998.80 points > tolerance 5)"
SUVEN,Suven Life Sciences Limited,zero_margin_nonzero_ebitda,"ebitda_margin_pct=0.0000% (~0) but ebitda=-2,845,029,120 is materially non-zero -- mathematically impossible for any finite revenue (revenue=71,147,000)"
TAALTECH,TAAL Tech Limited,partial_pull_suspected,"total_debt is populated but market_cap is missing. Caveat, checked directly against this dataset rather than assumed: market_cap (95.9% populated) is actually *not* more reliably available than total_debt (97.4%) overall, and the reverse gap (market_cap present, total_debt missing) happens for 48 other companies -- so this is weaker evidence of a partial pull than it might look at first glance. Flagged as requested, but treat as a lower-confidence signal than the other checks in this report."
TARAPUR,Tarapur Transformers Limited,zero_margin_nonzero_ebitda,"ebitda_margin_pct=0.0000% (~0) but ebitda=6,521,000 is materially non-zero -- mathematically impossible for any finite revenue (revenue=missing)"
TCC,TCC Concept Limited,partial_pull_suspected,"total_debt is populated but market_cap is missing. Caveat, checked directly against this dataset rather than assumed: market_cap (95.9% populated) is actually *not* more reliably available than total_debt (97.4%) overall, and the reverse gap (market_cap present, total_debt missing) happens for 48 other companies -- so this is weaker evidence of a partial pull than it might look at first glance. Flagged as requested, but treat as a lower-confidence signal than the other checks in this report."
TECHNVISN,TechNVision Ventures Limited,partial_pull_suspected,"total_debt is populated but market_cap is missing. Caveat, checked directly against this dataset rather than assumed: market_cap (95.9% populated) is actually *not* more reliably available than total_debt (97.4%) overall, and the reverse gap (market_cap present, total_debt missing) happens for 48 other companies -- so this is weaker evidence of a partial pull than it might look at first glance. Flagged as requested, but treat as a lower-confidence signal than the other checks in this report."
TENNIND,TENNECO CLEAN AIR INDIA L,partial_pull_suspected,"total_debt is populated but market_cap is missing. Caveat, checked directly against this dataset rather than assumed: market_cap (95.9% populated) is actually *not* more reliably available than total_debt (97.4%) overall, and the reverse gap (market_cap present, total_debt missing) happens for 48 other companies -- so this is weaker evidence of a partial pull than it might look at first glance. Flagged as requested, but treat as a lower-confidence signal than the other checks in this report."
THAKDEV,Thakkers Developers Limited,partial_pull_suspected,"total_debt is populated but market_cap is missing. Caveat, checked directly against this dataset rather than assumed: market_cap (95.9% populated) is actually *not* more reliably available than total_debt (97.4%) overall, and the reverse gap (market_cap present, total_debt missing) happens for 48 other companies -- so this is weaker evidence of a partial pull than it might look at first glance. Flagged as requested, but treat as a lower-confidence signal than the other checks in this report."
TNTELE,Tamilnadu Telecommunications Limited,zero_margin_nonzero_ebitda,"ebitda_margin_pct=0.0000% (~0) but ebitda=-33,552,000 is materially non-zero -- mathematically impossible for any finite revenue (revenue=missing)"
TURTLEMINT,TURTLEMINT FINTECH SOLS L,partial_pull_suspected,"total_debt is populated but market_cap is missing. Caveat, checked directly against this dataset rather than assumed: market_cap (95.9% populated) is actually *not* more reliably available than total_debt (97.4%) overall, and the reverse gap (market_cap present, total_debt missing) happens for 48 other companies -- so this is weaker evidence of a partial pull than it might look at first glance. Flagged as requested, but treat as a lower-confidence signal than the other checks in this report."
VIVIDHA,Visagar Polytex Limited,margin_mismatch,"stored ebitda_margin_pct=0.00% but ebitda/revenue recomputes to -603.12% (ebitda=-6,948,000, revenue=1,152,000, diff=603.12 points > tolerance 5)"
VIVIDHA,Visagar Polytex Limited,zero_margin_nonzero_ebitda,"ebitda_margin_pct=0.0000% (~0) but ebitda=-6,948,000 is materially non-zero -- mathematically impossible for any finite revenue (revenue=1,152,000)"
WELSPLSOL,Welspun Specialty Solutions Limited,partial_pull_suspected,"total_debt is populated but market_cap is missing. Caveat, checked directly against this dataset rather than assumed: market_cap (95.9% populated) is actually *not* more reliably available than total_debt (97.4%) overall, and the reverse gap (market_cap present, total_debt missing) happens for 48 other companies -- so this is weaker evidence of a partial pull than it might look at first glance. Flagged as requested, but treat as a lower-confidence signal than the other checks in this report."
WPIL,WPIL Limited,partial_pull_suspected,"total_debt is populated but market_cap is missing. Caveat, checked directly against this dataset rather than assumed: market_cap (95.9% populated) is actually *not* more reliably available than total_debt (97.4%) overall, and the reverse gap (market_cap present, total_debt missing) happens for 48 other companies -- so this is weaker evidence of a partial pull than it might look at first glance. Flagged as requested, but treat as a lower-confidence signal than the other checks in this report."
ZSARACOM,Saraswati Commercial (India) Limited,partial_pull_suspected,"total_debt is populated but market_cap is missing. Caveat, checked directly against this dataset rather than assumed: market_cap (95.9% populated) is actually *not* more reliably available than total_debt (97.4%) overall, and the reverse gap (market_cap present, total_debt missing) happens for 48 other companies -- so this is weaker evidence of a partial pull than it might look at first glance. Flagged as requested, but treat as a lower-confidence signal than the other checks in this report."
ABANSENT,ABans Enterprises Limited,partial_pull_suspected,"total_debt is populated but market_cap is missing. Caveat, checked directly against this dataset rather than assumed: market_cap (95.9% populated) is actually *not* more reliably available than total_debt (97.4%) overall, and the reverse gap (market_cap present, total_debt missing) happens for 48 other companies -- so this is weaker evidence of a partial pull than it might look at first glance. Flagged as requested, but treat as a lower-confidence signal than the other checks in this report."
BLACKROSE,Black Rose Industries Limited,partial_pull_suspected,"total_debt is populated but market_cap is missing. Caveat, checked directly against this dataset rather than assumed: market_cap (95.9% populated) is actually *not* more reliably available than total_debt (97.4%) overall, and the reverse gap (market_cap present, total_debt missing) happens for 48 other companies -- so this is weaker evidence of a partial pull than it might look at first glance. Flagged as requested, but treat as a lower-confidence signal than the other checks in this report."
BNAGROCHEM,BN Agrochem Limited,partial_pull_suspected,"total_debt is populated but market_cap is missing. Caveat, checked directly against this dataset rather than assumed: market_cap (95.9% populated) is actually *not* more reliably available than total_debt (97.4%) overall, and the reverse gap (market_cap present, total_debt missing) happens for 48 other companies -- so this is weaker evidence of a partial pull than it might look at first glance. Flagged as requested, but treat as a lower-confidence signal than the other checks in this report."
CEREBRAINT,Cerebra Integrated Technologies Limited,margin_mismatch,"stored ebitda_margin_pct=0.00% but ebitda/revenue recomputes to -1,151.17% (ebitda=-685,427,968, revenue=59,542,000, diff=1,151.17 points > tolerance 5)"
CEREBRAINT,Cerebra Integrated Technologies Limited,zero_margin_nonzero_ebitda,"ebitda_margin_pct=0.0000% (~0) but ebitda=-685,427,968 is materially non-zero -- mathematically impossible for any finite revenue (revenue=59,542,000)"
COMPINFO,Compuage Infocom Limited,margin_mismatch,"stored ebitda_margin_pct=0.00% but ebitda/revenue recomputes to -581.87% (ebitda=-69,597,000, revenue=11,961,000, diff=581.87 points > tolerance 5)"
COMPINFO,Compuage Infocom Limited,zero_margin_nonzero_ebitda,"ebitda_margin_pct=0.0000% (~0) but ebitda=-69,597,000 is materially non-zero -- mathematically impossible for any finite revenue (revenue=11,961,000)"
DAICHI,Dai-ichi Karkaria Limited,partial_pull_suspected,"total_debt is populated but market_cap is missing. Caveat, checked directly against this dataset rather than assumed: market_cap (95.9% populated) is actually *not* more reliably available than total_debt (97.4%) overall, and the reverse gap (market_cap present, total_debt missing) happens for 48 other companies -- so this is weaker evidence of a partial pull than it might look at first glance. Flagged as requested, but treat as a lower-confidence signal than the other checks in this report."
DHARAN,Dharan Infra-EPC Limited,margin_mismatch,"stored ebitda_margin_pct=0.00% but ebitda/revenue recomputes to -555.88% (ebitda=-352,991,008, revenue=63,501,000, diff=555.88 points > tolerance 5)"
DHARAN,Dharan Infra-EPC Limited,zero_margin_nonzero_ebitda,"ebitda_margin_pct=0.0000% (~0) but ebitda=-352,991,008 is materially non-zero -- mathematically impossible for any finite revenue (revenue=63,501,000)"
EMPOWER,Empower India Limited,partial_pull_suspected,"total_debt is populated but market_cap is missing. Caveat, checked directly against this dataset rather than assumed: market_cap (95.9% populated) is actually *not* more reliably available than total_debt (97.4%) overall, and the reverse gap (market_cap present, total_debt missing) happens for 48 other companies -- so this is weaker evidence of a partial pull than it might look at first glance. Flagged as requested, but treat as a lower-confidence signal than the other checks in this report."
EUROTEXIND,Eurotex Industries and Exports Limited,margin_mismatch,"stored ebitda_margin_pct=0.00% but ebitda/revenue recomputes to -2,738.50% (ebitda=-29,658,000, revenue=1,083,000, diff=2,738.50 points > tolerance 5)"
EUROTEXIND,Eurotex Industries and Exports Limited,zero_margin_nonzero_ebitda,"ebitda_margin_pct=0.0000% (~0) but ebitda=-29,658,000 is materially non-zero -- mathematically impossible for any finite revenue (revenue=1,083,000)"
GLFL,Gujarat Lease Financing Limited,margin_mismatch,"stored ebitda_margin_pct=32.19% but ebitda/revenue recomputes to -88.55% (ebitda=-3,766,000, revenue=4,253,000, diff=120.74 points > tolerance 5)"
GVKPIL,GVK Power & Infrastructure Limited,margin_mismatch,"stored ebitda_margin_pct=0.00% but ebitda/revenue recomputes to -363.90% (ebitda=-2,930,500,096, revenue=805,299,968, diff=363.90 points > tolerance 5)"
GVKPIL,GVK Power & Infrastructure Limited,zero_margin_nonzero_ebitda,"ebitda_margin_pct=0.0000% (~0) but ebitda=-2,930,500,096 is materially non-zero -- mathematically impossible for any finite revenue (revenue=805,299,968)"
HALDYNGL,Haldyn Glass Limited,partial_pull_suspected,"total_debt is populated but market_cap is missing. Caveat, checked directly against this dataset rather than assumed: market_cap (95.9% populated) is actually *not* more reliably available than total_debt (97.4%) overall, and the reverse gap (market_cap present, total_debt missing) happens for 48 other companies -- so this is weaker evidence of a partial pull than it might look at first glance. Flagged as requested, but treat as a lower-confidence signal than the other checks in this report."
KANCHI,Kanchi Karpooram Limited,partial_pull_suspected,"total_debt is populated but market_cap is missing. Caveat, checked directly against this dataset rather than assumed: market_cap (95.9% populated) is actually *not* more reliably available than total_debt (97.4%) overall, and the reverse gap (market_cap present, total_debt missing) happens for 48 other companies -- so this is weaker evidence of a partial pull than it might look at first glance. Flagged as requested, but treat as a lower-confidence signal than the other checks in this report."
KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,margin_mismatch,"stored ebitda_margin_pct=0.00% but ebitda/revenue recomputes to -562.49% (ebitda=-43,540,744, revenue=7,740,729, diff=562.49 points > tolerance 5)"
KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,zero_margin_nonzero_ebitda,"ebitda_margin_pct=0.0000% (~0) but ebitda=-43,540,744 is materially non-zero -- mathematically impossible for any finite revenue (revenue=7,740,729)"
MEP,MEP Infrastructure Developers Limited,margin_mismatch,"stored ebitda_margin_pct=0.00% but ebitda/revenue recomputes to -657.48% (ebitda=-4,810,463,232, revenue=731,651,968, diff=657.48 points > tolerance 5)"
MEP,MEP Infrastructure Developers Limited,zero_margin_nonzero_ebitda,"ebitda_margin_pct=0.0000% (~0) but ebitda=-4,810,463,232 is materially non-zero -- mathematically impossible for any finite revenue (revenue=731,651,968)"
MMWL,Media Matrix Worldwide Limited,partial_pull_suspected,"total_debt is populated but market_cap is missing. Caveat, checked directly against this dataset rather than assumed: market_cap (95.9% populated) is actually *not* more reliably available than total_debt (97.4%) overall, and the reverse gap (market_cap present, total_debt missing) happens for 48 other companies -- so this is weaker evidence of a partial pull than it might look at first glance. Flagged as requested, but treat as a lower-confidence signal than the other checks in this report."
NECLIFE,Nectar Lifesciences Limited,margin_mismatch,"stored ebitda_margin_pct=0.00% but ebitda/revenue recomputes to -311.60% (ebitda=-289,505,984, revenue=92,909,000, diff=311.60 points > tolerance 5)"
NECLIFE,Nectar Lifesciences Limited,zero_margin_nonzero_ebitda,"ebitda_margin_pct=0.0000% (~0) but ebitda=-289,505,984 is materially non-zero -- mathematically impossible for any finite revenue (revenue=92,909,000)"
NEUEON,Neueon Corporation Limited,margin_mismatch,"stored ebitda_margin_pct=0.00% but ebitda/revenue recomputes to -1,220.84% (ebitda=-1,950,061,952, revenue=159,731,008, diff=1,220.84 points > tolerance 5)"
NEUEON,Neueon Corporation Limited,zero_margin_nonzero_ebitda,"ebitda_margin_pct=0.0000% (~0) but ebitda=-1,950,061,952 is materially non-zero -- mathematically impossible for any finite revenue (revenue=159,731,008)"
ORTINGLOBE,Ortin Global Limited,margin_mismatch,"stored ebitda_margin_pct=0.00% but ebitda/revenue recomputes to -1,030.05% (ebitda=-10,352,000, revenue=1,005,000, diff=1,030.05 points > tolerance 5)"
ORTINGLOBE,Ortin Global Limited,zero_margin_nonzero_ebitda,"ebitda_margin_pct=0.0000% (~0) but ebitda=-10,352,000 is materially non-zero -- mathematically impossible for any finite revenue (revenue=1,005,000)"
PRADPME,Pradeep Metals Limited,partial_pull_suspected,"total_debt is populated but market_cap is missing. Caveat, checked directly against this dataset rather than assumed: market_cap (95.9% populated) is actually *not* more reliably available than total_debt (97.4%) overall, and the reverse gap (market_cap present, total_debt missing) happens for 48 other companies -- so this is weaker evidence of a partial pull than it might look at first glance. Flagged as requested, but treat as a lower-confidence signal than the other checks in this report."
PREMIER,Premier Limited,margin_mismatch,"stored ebitda_margin_pct=0.00% but ebitda/revenue recomputes to -834.03% (ebitda=-897,033,472, revenue=107,554,000, diff=834.03 points > tolerance 5)"
PREMIER,Premier Limited,zero_margin_nonzero_ebitda,"ebitda_margin_pct=0.0000% (~0) but ebitda=-897,033,472 is materially non-zero -- mathematically impossible for any finite revenue (revenue=107,554,000)"
RAMBHAJO,ADVIT JEWELS LIMITED,partial_pull_suspected,"total_debt is populated but market_cap is missing. Caveat, checked directly against this dataset rather than assumed: market_cap (95.9% populated) is actually *not* more reliably available than total_debt (97.4%) overall, and the reverse gap (market_cap present, total_debt missing) happens for 48 other companies -- so this is weaker evidence of a partial pull than it might look at first glance. Flagged as requested, but treat as a lower-confidence signal than the other checks in this report."
ROLLT,Rollatainers Limited,margin_mismatch,"stored ebitda_margin_pct=0.00% but ebitda/revenue recomputes to -17,507.69% (ebitda=-6,828,000, revenue=39,000, diff=17,507.69 points > tolerance 5)"
ROLLT,Rollatainers Limited,zero_margin_nonzero_ebitda,"ebitda_margin_pct=0.0000% (~0) but ebitda=-6,828,000 is materially non-zero -- mathematically impossible for any finite revenue (revenue=39,000)"
SANWARIA,Sanwaria Consumer Limited,quick_exceeds_current,"quick_ratio=0.286 > current_ratio=0.274 -- impossible (quick excludes inventory, so quick <= current always)"
SEYAIND,Seya Industries Limited,zero_margin_nonzero_ebitda,"ebitda_margin_pct=0.0000% (~0) but ebitda=-27,401,000 is materially non-zero -- mathematically impossible for any finite revenue (revenue=missing)"
SHYAMTEL,Shyam Telecom Limited,zero_margin_nonzero_ebitda,"ebitda_margin_pct=0.0000% (~0) but ebitda=-52,657,000 is materially non-zero -- mathematically impossible for any finite revenue (revenue=missing)"
SVPGLOB,SVP Global Textiles Limited,margin_mismatch,"stored ebitda_margin_pct=0.00% but ebitda/revenue recomputes to -4,157.51% (ebitda=-2,115,134,976, revenue=50,875,000, diff=4,157.51 points > tolerance 5)"
SVPGLOB,SVP Global Textiles Limited,zero_margin_nonzero_ebitda,"ebitda_margin_pct=0.0000% (~0) but ebitda=-2,115,134,976 is materially non-zero -- mathematically impossible for any finite revenue (revenue=50,875,000)"
TAMBOLIIN,Tamboli Industries Limited,partial_pull_suspected,"total_debt is populated but market_cap is missing. Caveat, checked directly against this dataset rather than assumed: market_cap (95.9% populated) is actually *not* more reliably available than total_debt (97.4%) overall, and the reverse gap (market_cap present, total_debt missing) happens for 48 other companies -- so this is weaker evidence of a partial pull than it might look at first glance. Flagged as requested, but treat as a lower-confidence signal than the other checks in this report."
THACKER,Thacker and Company Limited,partial_pull_suspected,"total_debt is populated but market_cap is missing. Caveat, checked directly against this dataset rather than assumed: market_cap (95.9% populated) is actually *not* more reliably available than total_debt (97.4%) overall, and the reverse gap (market_cap present, total_debt missing) happens for 48 other companies -- so this is weaker evidence of a partial pull than it might look at first glance. Flagged as requested, but treat as a lower-confidence signal than the other checks in this report."
VELJAN,Veljan Denison Limited,partial_pull_suspected,"total_debt is populated but market_cap is missing. Caveat, checked directly against this dataset rather than assumed: market_cap (95.9% populated) is actually *not* more reliably available than total_debt (97.4%) overall, and the reverse gap (market_cap present, total_debt missing) happens for 48 other companies -- so this is weaker evidence of a partial pull than it might look at first glance. Flagged as requested, but treat as a lower-confidence signal than the other checks in this report."
ZODIAC,Zodiac Energy Limited,partial_pull_suspected,"total_debt is populated but market_cap is missing. Caveat, checked directly against this dataset rather than assumed: market_cap (95.9% populated) is actually *not* more reliably available than total_debt (97.4%) overall, and the reverse gap (market_cap present, total_debt missing) happens for 48 other companies -- so this is weaker evidence of a partial pull than it might look at first glance. Flagged as requested, but treat as a lower-confidence signal than the other checks in this report."
AURUM,Aurum PropTech Limited,pe_on_negative_earnings,"trailing_pe=29.94 but net_income=-104,500,000 is negative -- a P/E is not economically meaningful on negative earnings, needs a human look"
BLAL,BEML Land Assets Limited,pe_on_near_zero_earnings,"trailing_pe=311.65 but net_income=107,000 is near zero (< Rs 1,000,000) -- the ratio is arbitrarily inflated by a near-zero denominator, needs a human look"
E2E,E2E Networks Limited,pe_on_negative_earnings,"trailing_pe=208.50 but net_income=-155,659,008 is negative -- a P/E is not economically meaningful on negative earnings, needs a human look"
GTLINFRA,GTL Infrastructure Limited,pe_on_negative_earnings,"trailing_pe=2.07 but net_income=-23,220,799,488 is negative -- a P/E is not economically meaningful on negative earnings, needs a human look"
IFCI,IFCI Limited,pe_on_negative_earnings,"trailing_pe=107.22 but net_income=-6,790,700,032 is negative -- a P/E is not economically meaningful on negative earnings, needs a human look"
INDIACEM,The India Cements Limited,pe_on_negative_earnings,"trailing_pe=133.16 but net_income=-672,499,968 is negative -- a P/E is not economically meaningful on negative earnings, needs a human look"
INDOCO,Indoco Remedies Limited,pe_on_negative_earnings,"trailing_pe=671.91 but net_income=-951,500,032 is negative -- a P/E is not economically meaningful on negative earnings, needs a human look"
KABRAEXTRU,Kabra Extrusiontechnik Limited,pe_on_negative_earnings,"trailing_pe=3,450.77 but net_income=-14,345,000 is negative -- a P/E is not economically meaningful on negative earnings, needs a human look"
KOLTEPATIL,Kolte-Patil Developers Limited,pe_on_negative_earnings,"trailing_pe=75.70 but net_income=-386,700,000 is negative -- a P/E is not economically meaningful on negative earnings, needs a human look"
LAXMICOT,Laxmi Cotspin Limited,pe_on_negative_earnings,"trailing_pe=3.30 but net_income=-12,006,000 is negative -- a P/E is not economically meaningful on negative earnings, needs a human look"
LOTUSEYE,Lotus Eye Hospital and Institute Limited,pe_on_near_zero_earnings,"trailing_pe=2,970.50 but net_income=804,000 is near zero (< Rs 1,000,000) -- the ratio is arbitrarily inflated by a near-zero denominator, needs a human look"
ORCHPHARMA,Orchid Pharma Limited,pe_on_negative_earnings,"trailing_pe=249.84 but net_income=-1,790,113,024 is negative -- a P/E is not economically meaningful on negative earnings, needs a human look"
SAKHTISUG,Sakthi Sugars Limited,pe_on_negative_earnings,"trailing_pe=7.26 but net_income=-1,786,608,000 is negative -- a P/E is not economically meaningful on negative earnings, needs a human look"
SHARDUL,Shardul Securities Limited,pe_on_negative_earnings,"trailing_pe=15.47 but net_income=-491,366,016 is negative -- a P/E is not economically meaningful on negative earnings, needs a human look"
VAML,Vedanta Aluminium Metal Limited,pe_on_negative_earnings,"trailing_pe=47.62 but net_income=-366,000 is negative -- a P/E is not economically meaningful on negative earnings, needs a human look"
WAAREERTL,Waaree Renewable Technologies Limited,pe_on_negative_earnings,"trailing_pe=18.66 but net_income=-28,305,000 is negative -- a P/E is not economically meaningful on negative earnings, needs a human look"
WANBURY,Wanbury Limited,pe_on_negative_earnings,"trailing_pe=13.12 but net_income=-963,334,016 is negative -- a P/E is not economically meaningful on negative earnings, needs a human look"
DHARAN,Dharan Infra-EPC Limited,pe_on_negative_earnings,"trailing_pe=7.50 but net_income=-350,500,992 is negative -- a P/E is not economically meaningful on negative earnings, needs a human look"
GLFL,Gujarat Lease Financing Limited,pe_on_near_zero_earnings,"trailing_pe=520.00 but net_income=471,000 is near zero (< Rs 1,000,000) -- the ratio is arbitrarily inflated by a near-zero denominator, needs a human look"
MASKINVEST,Mask Investments Limited,pe_on_near_zero_earnings,"trailing_pe=826.32 but net_income=589,000 is near zero (< Rs 1,000,000) -- the ratio is arbitrarily inflated by a near-zero denominator, needs a human look"
URAVIDEF,Uravi Defence and Technology Limited,pe_on_near_zero_earnings,"trailing_pe=114.61 but net_income=194,000 is near zero (< Rs 1,000,000) -- the ratio is arbitrarily inflated by a near-zero denominator, needs a human look"
BLAL,BEML Land Assets Limited,market_cap_revenue_ratio_high,"market_cap=7,187,840,954 is 731.6x revenue=9,825,000 (> 500x, needs a human look -- may be a real pre-revenue/holding-company case)"
BOHRAIND,Bohra Industries Limited,market_cap_revenue_ratio_high,"market_cap=144,160,128 is 7,208.0x revenue=20,000 (> 500x, needs a human look -- may be a real pre-revenue/holding-company case)"
HEMIPROP,Hemisphere Properties India Limited,market_cap_revenue_ratio_high,"market_cap=39,375,727,782 is 3,967.3x revenue=9,925,000 (> 500x, needs a human look -- may be a real pre-revenue/holding-company case)"
JINDALPHOT,Jindal Photo Limited,market_cap_revenue_ratio_high,"market_cap=11,058,448,989 is 1,358.4x revenue=8,140,535 (> 500x, needs a human look -- may be a real pre-revenue/holding-company case)"
LCCINFOTEC,LCC Infotech Limited,market_cap_revenue_ratio_high,"market_cap=502,575,603 is 1,109.4x revenue=453,000 (> 500x, needs a human look -- may be a real pre-revenue/holding-company case)"
MMTC,MMTC Limited,market_cap_revenue_ratio_high,"market_cap=96,345,005,035 is 2,825.4x revenue=34,100,000 (> 500x, needs a human look -- may be a real pre-revenue/holding-company case)"
RTNINDIA,RattanIndia Enterprises Limited,market_cap_revenue_ratio_high,"market_cap=43,484,150,334 is 74,843.6x revenue=581,000 (> 500x, needs a human look -- may be a real pre-revenue/holding-company case)"
SHARDUL,Shardul Securities Limited,market_cap_revenue_ratio_high,"market_cap=3,486,562,642 is 539.6x revenue=6,461,000 (> 500x, needs a human look -- may be a real pre-revenue/holding-company case)"
SUVEN,Suven Life Sciences Limited,market_cap_revenue_ratio_high,"market_cap=89,049,628,768 is 1,251.6x revenue=71,147,000 (> 500x, needs a human look -- may be a real pre-revenue/holding-company case)"
