timestamp,symbol,name,outcome,detail
2026-07-22T04:53:15,CHEMBONDCH,Chembond Chemicals Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T04:53:18,CHEMCON,Chemcon Speciality Chemicals Limited,generated,
2026-07-22T04:53:24,CLEDUCATE,CL Educate Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T04:53:29,COFFEEDAY,Coffee Day Enterprises Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T04:53:34,COMPINFO,Compuage Infocom Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T04:54:07,CPCAP,CP Capital Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T04:55:09,CSM,CSM TECHNOLOGIES LIMITED,generated,
2026-07-22T04:55:14,CYBERMEDIA,Cyber Media (India) Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T04:55:19,CYBERTECH,CyberTech Systems and Software Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T04:55:24,DAMODARIND,Damodar Industries Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T04:56:52,DBEIL,DEEPAK BUILDERS & ENG I L,generated,
2026-07-22T04:56:55,DBOL,Dhampur Bio Organics Limited,generated,
2026-07-22T04:57:00,DBSTOCKBRO,DB (International) Stock Brokers Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T04:57:06,DCI,DC Infotech and Communication Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T04:57:11,DCM,DCM Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T04:57:42,DCMFINSERV,DCM Financial Services Limited,generated,
2026-07-22T04:57:47,DELPHIFX,Delphi World Money Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T04:57:53,DHARAN,Dharan Infra-EPC Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T04:57:58,DHRUV,Dhruv Consultancy Services Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T04:58:31,DISHTV,Dish TV India Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T04:59:32,DPSCLTD,India Power Corporation Limited,generated,
2026-07-22T04:59:38,DPWIRES,D.P. Wires Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T04:59:43,DSFCL,DCM SHRIRAM FINE CHEM LTD,failed,all providers returned nothing (or unparseable)
2026-07-22T04:59:48,EASTSILK,Eastern Silk Industries Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:00:19,ECOSMOBLTY,ECOS (INDIA) MOB & HOSP L,generated,
2026-07-22T05:00:24,EIFFL,Euro India Fresh Foods Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:00:28,EMMBI,Emmbi Industries Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:00:33,EMPOWER,Empower India Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:01:07,EQUIPPP,Equippp Social Impact Technologies Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:02:08,ESSENTIA,Integra Essentia Limited,generated,
2026-07-22T05:02:13,FCSSOFT,FCS Software Solutions Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:03:08,FEL,Future Enterprises Limited,generated,
2026-07-22T05:03:11,FELDVR,Future Enterprises Limited,generated,
2026-07-22T05:03:16,FLEXITUFF,Flexituff Ventures International Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:03:21,FLFL,Future Lifestyle Fashions Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:03:26,FMNL,Future Market Networks Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:03:59,FOCUS,Focus Lighting and Fixtures Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:05:01,GAUDIUMIVF,GAUDIUM IVF N WOMEN H L,generated,
2026-07-22T05:05:06,GAYAPROJ,Gayatri Projects Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:05:11,GEECEE,GeeCee Ventures Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:05:16,GINNIFILA,Ginni Filaments Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:05:47,GLOBALE,Globale Tessile Limited,generated,
2026-07-22T05:05:53,GLOBECIVIL,GLOBE CIVIL PROJECTS LTD,failed,all providers returned nothing (or unparseable)
2026-07-22T05:05:58,GLOTTIS,GLOTTIS LIMITED,failed,all providers returned nothing (or unparseable)
2026-07-22T05:06:02,GSS,GSS Infotech Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:06:36,GTECJAINX,G-Tec Jainx Education Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:07:37,GUJENERGY,Gujarat Energy Limited,generated,
2026-07-22T05:07:42,GULFPETRO,GP Petroleums Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:07:48,HALDYNGL,Haldyn Glass Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:07:53,HBSL,HB Stockholdings Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:08:26,HDIL,Housing Development and Infrastructure Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:09:27,HILTON,Hilton Metal Forging Limited,generated,
2026-07-22T05:09:31,HINDCON,Hindcon Chemicals Limited,generated,
2026-07-22T05:09:36,HITECHCORP,Hitech Corporation Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:09:42,HITECHGEAR,The Hi-Tech Gears Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:09:46,HYBRIDFIN,Hybrid Financial Services Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:10:18,IBULLSLTD,INDIABULLS LIMITED,generated,
2026-07-22T05:10:23,IDEAFORGE,ideaForge Technology Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:10:28,INDOAMIN,Indo Amines Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:10:32,INDOWIND,Indowind Energy Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:11:06,IVP,IVP Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:12:07,JAIBALAJI,Jai Balaji Industries Limited,generated,
2026-07-22T05:12:12,JKIPL,JINKUSHAL INDUSTRIES LTD,failed,all providers returned nothing (or unparseable)
2026-07-22T05:12:17,JOCIL,Jocil Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:12:22,KALYANI,Kalyani Commercials Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:12:54,KAMDHENU,Kamdhenu Limited,generated,
2026-07-22T05:12:58,KANCHI,Kanchi Karpooram Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:13:03,KANORICHEM,Kanoria Chemicals & Industries Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:13:08,KECL,Kirloskar Electric Company Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:13:41,KESORAMIND,Kesoram Industries Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:14:43,KHADIM,Khadim India Limited,generated,
2026-07-22T05:14:48,KHAITANLTD,Khaitan (India) Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:15:50,KILITCH,Kilitch Drugs (India) Limited,generated,
2026-07-22T05:15:54,KOPRAN,Kopran Limited,generated,
2026-07-22T05:15:59,KOTYARK,KOTYARK INDUSTRIES LTD,failed,all providers returned nothing (or unparseable)
2026-07-22T05:16:04,KRITINUT,Kriti Nutrients Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:16:09,KRN,KRN HEAT EXCHANGE N REF L,failed,all providers returned nothing (or unparseable)
2026-07-22T05:16:41,KSHITIJPOL,Kshitij Polyline Limited,generated,
2026-07-22T05:16:46,LATTEYS,Latteys Industries Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:16:51,LAXMIINDIA,LAXMI INDIA FINANCE LTD,failed,all providers returned nothing (or unparseable)
2026-07-22T05:16:57,LIKHITHA,Likhitha Infrastructure Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:17:30,LOKESHMACH,Lokesh Machines Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:18:31,MADHUCON,Madhucon Projects Limited,generated,
2026-07-22T05:18:36,MAHESHWARI,Maheshwari Logistics Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:18:41,MANAKSTEEL,Manaksia Steels Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:18:46,MANUGRAPH,Manugraph India Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:19:18,MARALOVER,Maral Overseas Limited,generated,
2026-07-22T05:19:23,MASKINVEST,Mask Investments Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:19:28,MAWANASUG,Mawana Sugars Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:19:33,MBLINFRA,MBL Infrastructures Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:20:06,MCLEODRUSS,McLeod Russel India Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:22:06,MEP,MEP Infrastructure Developers Limited,generated,
2026-07-22T05:22:10,MERCURYEV,Mercury Ev-Tech Limited,generated,
2026-07-22T05:22:16,MGEL,Mangalam Global Enterprise Limited,generated,
2026-07-22T05:22:21,MICEL,MIC Electronics Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:22:26,MMWL,Media Matrix Worldwide Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:22:31,MODINATUR,Modi Naturals Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:23:04,MODISONLTD,Modison Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:24:06,MOTOGENFIN,The Motor & General Finance Limited,generated,
2026-07-22T05:24:11,MTEDUCARE,MT Educare Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:24:16,MUKTAARTS,Mukta Arts Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:24:21,NAHARSPING,Nahar Spinning Mills Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:24:54,NAVKARURB,Navkar Urbanstructure Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:25:55,NECCLTD,North Eastern Carrying Corporation Limited,generated,
2026-07-22T05:26:00,NECLIFE,Nectar Lifesciences Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:26:05,NINSYS,NINtec Systems Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:26:10,NIRAJ,Niraj Cement Structurals Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:26:42,NOIDATOLL,Noida Toll Bridge Company Limited,generated,
2026-07-22T05:26:47,NOVAAGRI,Nova Agritech Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:26:52,OCCLLTD,OCCL Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:26:57,ODIGMA,Odigma Consultancy Solutions Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:28:25,OILCOUNTUB,Oil Country Tubular Limited,generated,
2026-07-22T05:28:29,OMFREIGHT,OM FREIGHT FORWARDERS LTD,generated,
2026-07-22T05:28:34,ONELIFECAP,Onelife Capital Advisors Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:28:39,ONIDA,Onida Electronics Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:28:44,ONMOBILE,OnMobile Global Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:29:17,ORTEL,Ortel Communications Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:30:18,ORTINGLOBE,Ortin Global Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:32:22,OSIAHYPER,Osia Hyper Retail Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:37:24,PARSVNATH,Parsvnath Developers Limited,generated,
2026-07-22T05:37:29,PASUPTAC,Pasupati Acrylon Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:37:34,PATINTLOG,Patel Integrated Logistics Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:37:39,PEARLPOLY,Pearl Polymers Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:38:12,PENINLAND,Peninsula Land Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:39:15,PFOCUS,Prime Focus Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:41:18,PILITA,Pil Italica Lifestyle Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:46:20,PPL,Prakash Pipes Limited,generated,
2026-07-22T05:46:25,PRADPME,Pradeep Metals Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:46:30,PRAXIS,Praxis Home Retail Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:46:36,PREMIER,Premier Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:47:09,PRITIKAUTO,Pritika Auto Industries Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:48:12,PRUDMOULI,Prudential Sugar Corporation Ltd.,failed,all providers returned nothing (or unparseable)
2026-07-22T05:50:16,QPOWER,QUALITY POWER ELEC EQUP L,failed,all providers returned nothing (or unparseable)
2026-07-22T05:55:17,RAJESHEXPO,Rajesh Exports Limited,generated,
2026-07-22T05:55:21,RAJOOENG,Rajoo Engineers Limited,generated,
2026-07-22T05:55:25,RAMASTEEL,Rama Steel Tubes Limited,generated,
2026-07-22T05:55:30,RAMBHAJO,ADVIT JEWELS LIMITED,failed,all providers returned nothing (or unparseable)
2026-07-22T05:55:35,RCOM,Reliance Communications Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:55:40,REGAAL,REGAAL RESOURCES LIMITED,failed,all providers returned nothing (or unparseable)
2026-07-22T05:56:13,RHFL,Reliance Home Finance Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:57:15,ROLLT,Rollatainers Limited,generated,
2026-07-22T05:57:20,RSSOFTWARE,R S Software (India) Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:57:25,RSWM,RSWM Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:57:30,RUDRA,Rudra Global Infra Products Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:58:03,SABEVENTS,SAB Events & Governance Now Media Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:59:05,SADBHIN,Sadbhav Infrastructure Project Limited,generated,
2026-07-22T05:59:10,SAKUMA,Sakuma Exports Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:59:15,SALSTEEL,S.A.L. Steel Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:59:20,SANGINITA,Sanginita Chemicals Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T05:59:51,SEJALLTD,Sejal Glass Limited,generated,
2026-07-22T05:59:56,SEMAC,Semac Construction Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:00:01,SETCO,Setco Automotive Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:00:06,SEYAIND,Seya Industries Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:00:39,SHANKARA,Shankara Building Products Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:01:41,SHEKHAWATI,Shekhawati Industries Limited,generated,
2026-07-22T06:01:44,SHEMAROO,Shemaroo Entertainment Limited,generated,
2026-07-22T06:01:49,SHIVAMAUTO,Shivam Autotech Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:01:54,SHIVAMILLS,Shiva Mills Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:01:59,SHRENIK,Shrenik Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:02:30,SHYAMTEL,Shyam Telecom Limited,generated,
2026-07-22T06:02:35,SIGACHI,Sigachi Industries Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:02:40,SIMBHALS,Simbhaoli Sugars Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:02:45,SITINET,SITI Networks Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:03:18,SOFTTECH,SoftTech Engineers Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:04:20,STLTECH,Sterlite Technologies Limited,generated,
2026-07-22T06:04:25,STYLEBAAZA,Baazar Style Retail Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:04:30,SUBEXLTD,Subex Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:04:35,SUMIT,Sumit Woods Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:05:07,SUPERSPIN,Super Spinning Mills Limited,generated,
2026-07-22T06:05:12,SUPREMEENG,Supreme Engineering Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:05:17,SUTLEJTEX,Sutlej Textiles and Industries Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:05:22,SVPGLOB,SVP Global Textiles Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:05:55,SWANDEF,SWAN DEFENCE N HEVY IND L,failed,all providers returned nothing (or unparseable)
2026-07-22T06:06:58,SYSTMTXC,Systematix Corporate Services Limited,generated,
2026-07-22T06:07:59,TAKE,TAKE LIMITED,generated,
2026-07-22T06:08:04,TCIFINANCE,TCI Finance Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:08:10,THACKER,Thacker and Company Limited,generated,
2026-07-22T06:08:15,TIGERLOGS,Tiger Logistics (India) Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:08:20,UNIDT,United Drilling Tools Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:08:25,UNIINFO,Uniinfo Telecom Services Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:08:58,UNITEDPOLY,United Polyfab Gujarat Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:10:00,UNIVPHOTO,Universus Photo Imagings Limited,generated,
2026-07-22T06:10:05,URAVIDEF,Uravi Defence and Technology Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:10:10,VAISHALI,Vaishali Pharma Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:10:15,VALIANTLAB,Valiant Laboratories Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:10:46,VARDHACRLC,Vardhman Acrylics Limited,generated,
2026-07-22T06:10:51,VASCONEQ,Vascon Engineers Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:10:56,VELJAN,Veljan Denison Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:11:01,VERTOZ,Vertoz Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:11:35,VETO,Veto Switchgears and Cables Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:12:37,VHLTD,Viceroy Hotels Limited,generated,
2026-07-22T06:12:42,VIJIFIN,Viji Finance Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:12:47,VIPULLTD,Vipul Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:12:52,VISACHROME,VISA Chrome Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:13:25,VIVIANA,VIVIANA POWER TECH LTD,failed,all providers returned nothing (or unparseable)
2026-07-22T06:14:27,VIVIMEDLAB,Vivimed Labs Limited,generated,
2026-07-22T06:14:30,VLEGOV,VL E-Governance & IT Solutions Limited,generated,
2026-07-22T06:14:36,VMSTMT,VMS TMT LIMITED,failed,all providers returned nothing (or unparseable)
2026-07-22T06:14:41,WELINV,Welspun Investments and Commercials Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:14:46,WEWIN,We Win Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:15:18,WINSOME,Winsome Yarns Limited,generated,
2026-07-22T06:15:23,ZIMLAB,ZIM Laboratories Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:15:27,ZODIAC,Zodiac Energy Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:16:05,CHAMBLFERT,Chambal Fertilisers and Chemicals Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:16:10,DANGEE,Dangee Dums Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:16:15,DNAMEDIA,Diligent Media Corporation Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:16:49,DSSL,Dynacons Systems & Solutions Limited,generated,
2026-07-22T06:16:55,FERMENTA,Fermenta Biotech Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:16:59,FIBERWEB,Fiberweb (India) Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:17:05,FINEORG,Fine Organic Industries Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:17:38,FIVESTAR,Five-Star Business Finance Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:18:40,FLAIR,FLAIR WRITING INDUST LTD,generated,
2026-07-22T06:18:45,FRONTSP,Frontier Springs Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:18:49,JUBLFOOD,Jubilant FoodWorks Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:18:54,JUSTDIAL,Just Dial Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:19:26,KAMAHOLD,KAMA Holdings Limited,generated,
2026-07-22T06:19:32,KITEX,Kitex Garments Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:19:37,KNAGRI,KN AGRI RESOURCES LIMITED,failed,all providers returned nothing (or unparseable)
2026-07-22T06:19:42,KOKUYOCMLN,Kokuyo Camlin Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:21:04,KOTAKBANK,Kotak Mahindra Bank Limited,generated,
2026-07-22T06:21:07,KOTHARIPRO,Kothari Products Limited,generated,
2026-07-22T06:21:12,KSL,Kalyani Steels Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:21:17,LAURUSLABS,Laurus Labs Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:21:22,LCCINFOTEC,LCC Infotech Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:21:55,LEMONTREE,Lemon Tree Hotels Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:22:56,LFIC,Lakshmi Finance & Industrial Corporation Limited,generated,
2026-07-22T06:23:01,LOTUSEYE,Lotus Eye Hospital and Institute Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:23:06,LOVABLE,Lovable Lingerie Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:23:12,MAHLOG,Mahindra Logistics Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:23:43,MAHSEAMLES,Maharashtra Seamless Limited,generated,
2026-07-22T06:23:48,MANAKSIA,Manaksia Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:23:54,MANALIPETC,Manali Petrochemicals Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:23:59,MANAPPURAM,Manappuram Finance Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:24:32,MANOMAY,Manomay Tex India Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:25:33,MARICO,Marico Limited,generated,
2026-07-22T06:25:38,MARINE,Marine Electricals (India) Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:25:43,MASFIN,MAS Financial Services Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:25:48,MBAPL,Madhya Bharat Agro Products Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:26:20,MEDPLUS,MedPlus Health Services Limited,generated,
2026-07-22T06:26:25,METROBRAND,Metro Brands Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:27:20,MIRZAINT,Mirza International Limited,generated,
2026-07-22T06:27:26,MITTAL,Mittal Life Style Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:27:31,MKPL,M. K. Proteins Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:27:36,MOIL,MOIL Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:28:08,MONEYBOXX,Moneyboxx Finance Limited,generated,
2026-07-22T06:28:13,MPSLTD,MPS Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:28:18,MRPL,Mangalore Refinery and Petrochemicals Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:28:23,MUNJALAU,Munjal Auto Industries Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:28:56,MUTHOOTFIN,Muthoot Finance Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:29:58,NUVAMA,Nuvama Wealth Management Limited,generated,
2026-07-22T06:30:03,ORIENTELEC,Orient Electric Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:30:08,OSWALPUMPS,OSWAL PUMPS LIMITED,failed,all providers returned nothing (or unparseable)
2026-07-22T06:30:13,PACEDIGITK,Pace Digitek Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:30:46,PAGEIND,Page Industries Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:31:48,PENIND,Pennar Industries Limited,generated,
2026-07-22T06:31:53,PGIL,Pearl Global Industries Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:31:58,PHOENIXLTD,The Phoenix Mills Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:32:03,PIIND,PI Industries Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:32:37,PINELABS,PINE LABS LIMITED,generated,
2026-07-22T06:32:42,PIXTRANS,PIX Transmissions Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:33:44,PLASTIBLEN,Plastiblends India Limited,generated,
2026-07-22T06:33:50,POWERICA,POWERICA LIMITED,failed,all providers returned nothing (or unparseable)
2026-07-22T06:33:55,PPAP,PPAP Automotive Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:34:00,PRAKASHSTL,Prakash Steelage Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:34:31,PRECWIRE,Precision Wires India Limited,generated,
2026-07-22T06:34:36,PRINCEPIPE,Prince Pipes and Fittings Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:34:41,PTC,PTC India Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:34:46,PTCIL,PTC Industries Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:35:19,PURVA,Puravankara Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:36:21,PYRAMID,Pyramid Technoplast Limited,generated,
2026-07-22T06:36:26,RAMCOCEM,The Ramco Cements Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:36:31,RAMKY,Ramky Infrastructure Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:36:36,RAYMOND,Raymond Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:37:08,REGENCERAM,Regency Ceramics Limited,generated,
2026-07-22T06:37:13,RELIGARE,Religare Enterprises Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:37:18,RELTD,Ravindra Energy Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:37:23,REMSONSIND,Remsons Industries Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:37:56,RHL,Robust Hotels Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:38:57,RMC,RMC Switchgears Limited,generated,
2026-07-22T06:39:02,RMDRIP,R M DRIP & SPRINK SYS LTD,failed,all providers returned nothing (or unparseable)
2026-07-22T06:39:08,RPEL,Raghav Productivity Enhancers Limited,failed,all providers returned nothing (or unparseable)
2026-07-22T06:40:09,RPGLIFE,RPG Life Sciences Limited,generated,
2026-07-22T06:40:13,RPTECH,Rashi Peripherals Limited,generated,
2026-07-22T06:40:18,RSL,RAJPUTANA STAINLESS LTD,failed,all providers returned nothing (or unparseable)
2026-07-22T06:40:23,RUBICON,RUBICON RESEARCH LIMITED,failed,all providers returned nothing (or unparseable)
2026-07-22T06:40:28,SAIPARENT,SAI PARENTERALS LIMITED,failed,all providers returned nothing (or unparseable)
2026-07-22T06:41:01,SAKSOFT,Saksoft Limited,generated,
2026-07-22T06:41:05,SALONA,Salona Cotspin Limited,failed,all providers returned nothing (or unparseable)
